tag,status,category,post_count,alias_candidates,raw_variants,locations
fine_art_parody={kobayashi-san_chi_no_maid_dragon},placeholder_review,,,[],"[""fine_art_parody={Kobayashi-san_Chi_no_Maid_Dragon}""]","[""작품 / 작품 / 목록 / 코바야시네 메이드래곤 ""]"
fine_art_parody={log_horizon},placeholder_review,,,[],"[""fine_art_parody={Log_Horizon}""]","[""작품 / 작품 / 스타일 / 로그 호라이즌""]"
fine_art_parody={magi:the_kingdom_of_magic},placeholder_review,,,[],"[""fine_art_parody={Magi:The_Kingdom_of_Magic}""]","[""작품 / 작품 / 스타일 / 마기""]"
fine_art_parody={mahou_shoujo_lyrical_nanoha},placeholder_review,,,[],"[""fine_art_parody={mahou_shoujo_lyrical_nanoha}""]","[""작품 / 작품 / 스타일 / 마법소녀 리리컬 나노하""]"
fine_art_parody={marvel_comics},placeholder_review,,,[],"[""fine_art_parody={Marvel_Comics}""]","[""작품 / 작품 / 스타일 / 마블 코믹스""]"
fine_art_parody={mirai_nikki},placeholder_review,,,[],"[""fine_art_parody={Mirai_Nikki}""]","[""작품 / 작품 / 스타일 / 미래일기""]"
fine_art_parody={my_hero_academia},placeholder_review,,,[],"[""fine_art_parody={My_Hero_Academia}""]","[""작품 / 작품 / 스타일 / 나의 히어로 아카데미아""]"
fine_art_parody={nanatsu_no_taizai},placeholder_review,,,[],"[""fine_art_parody={Nanatsu_no_taizai}""]","[""작품 / 작품 / 스타일 / 일곱 개의 대죄""]"
fine_art_parody={naruto},placeholder_review,,,[],"[""fine_art_parody={Naruto}""]","[""작품 / 작품 / 스타일 / 나루토""]"
fine_art_parody={one_piece},placeholder_review,,,[],"[""fine_art_parody={One_Piece}""]","[""작품 / 작품 / 스타일 / 원피스""]"
fine_art_parody={one_punch_man},placeholder_review,,,[],"[""fine_art_parody={One_Punch_Man}""]","[""작품 / 작품 / 스타일 / 원펀맨""]"
fine_art_parody={overlord},placeholder_review,,,[],"[""fine_art_parody={Overlord}""]","[""작품 / 작품 / 스타일 / 오버로드""]"
fine_art_parody={panty_&_stocking_with_garterbelt},placeholder_review,,,[],"[""fine_art_parody={Panty_&_Stocking_with_Garterbelt}""]","[""작품 / 작품 / 스타일 / 팬티&스타킹""]"
fine_art_parody={pokemon},placeholder_review,,,[],"[""fine_art_parody={Pokemon}""]","[""작품 / 작품 / 스타일 / 포켓몬 시리즈""]"
fine_art_parody={rakudai_kishi_no_cavalry},placeholder_review,,,[],"[""fine_art_parody={Rakudai_Kishi_no_Cavalry}""]","[""작품 / 작품 / 스타일 / 낙제기사의 영웅담""]"
fine_art_parody={shingeki_no_kyojin},placeholder_review,,,[],"[""fine_art_parody={Shingeki_no_Kyojin}""]","[""작품 / 작품 / 스타일 / 진격의 거인""]"
fine_art_parody={shinmai_maou_no_testament},placeholder_review,,,[],"[""fine_art_parody={Shinmai_Maou_no_Testament}""]","[""작품 / 작품 / 스타일 / 새여동생 마왕의 계약자""]"
fine_art_parody={shokugeki_no_soma},placeholder_review,,,[],"[""fine_art_parody={Shokugeki_no_Soma}""]","[""작품 / 작품 / 스타일 / 식극의 소마""]"
fine_art_parody={soul_eater},placeholder_review,,,[],"[""fine_art_parody={Soul_Eater}""]","[""작품 / 작품 / 스타일 / 소울 이터""]"
fine_art_parody={spy_x_family},placeholder_review,,,[],"[""fine_art_parody={Spy_x_Family}""]","[""작품 / 작품 / 스타일 / 스파이 패밀리""]"
fine_art_parody={strike_the_blood},placeholder_review,,,[],"[""fine_art_parody={Strike_the_blood}""]","[""작품 / 작품 / 스타일 / 스트라이크 더 블러드""]"
fine_art_parody={sword_art_online},placeholder_review,,,[],"[""fine_art_parody={Sword_Art_Online}""]","[""작품 / 작품 / 스타일 / 소드 아트 온라인""]"
fine_art_parody={tate_no_yuusha_no_nariagari},placeholder_review,,,[],"[""fine_art_parody={Tate_no_Yuusha_no_Nariagari}""]","[""작품 / 작품 / 스타일 / 방패용사 성공담""]"
fine_art_parody={tengen_toppa_gurren_lagann},placeholder_review,,,[],"[""fine_art_parody={Tengen_toppa_gurren_lagann}""]","[""작품 / 작품 / 스타일 / 천원돌파 그렌라간""]"
fine_art_parody={tensei_shitara_slime_datta_ken},placeholder_review,,,[],"[""fine_art_parody={Tensei_shitara_Slime_Datta_Ken}""]","[""작품 / 작품 / 스타일 / 전생했더니 슬라임이었던 건에""]"
fine_art_parody={toaru_project},placeholder_review,,,[],"[""fine_art_parody={Toaru_Project}""]","[""작품 / 작품 / 스타일 / 어떤 마술과학의 시리즈""]"
fine_art_parody={tokyo_ghoul},placeholder_review,,,[],"[""fine_art_parody={Tokyo_Ghoul}""]","[""작품 / 작품 / 스타일 / 도쿄 구울""]"
fine_art_parody={trinity_seven},placeholder_review,,,[],"[""fine_art_parody={Trinity_Seven}""]","[""작품 / 작품 / 스타일 / 트리니티 세븐""]"
fine_art_parody={youjo_senki},placeholder_review,,,[],"[""fine_art_parody={Youjo_Senki}""]","[""작품 / 작품 / 스타일 / 유녀전기""]"
fine_art_parody={yu_gi_oh},placeholder_review,,,[],"[""fine_art_parody={Yu_Gi_Oh}""]","[""작품 / 작품 / 스타일 / 유희왕 시리즈""]"
fine_art_parody={zero_no_tsukaima},placeholder_review,,,[],"[""fine_art_parody={Zero_no_Tsukaima}""]","[""작품 / 작품 / 스타일 / 제로의 사역마""]"
fine_art_parody={},placeholder_review,,,[],"[""fine_art_parody={}""]","[""기본 / 작화 / 스타일 / 패러디""]"
finely_detailed,not_in_snapshot,,,[],"[""finely_detailed""]","[""기본 / 품질 / 디테일 / 세세한 디테일""]"
finger_biting,not_in_snapshot,,,[],"[""finger_biting""]","[""동작 1 / 입 / 깨물다 / 이빨로 손가락을 깨물다""]"
finger_counting,snapshot_match,0,1563,[],"[""finger_counting""]","[""동작 1 / 손가락 / 동작 / 손가락으로 숫자를 세다""]"
finger_gun,snapshot_match,0,7881,[],"[""finger_gun""]","[""동작 1 / 손가락 / 동작 / 손가락 총""]"
finger_heart,snapshot_match,0,3959,[],"[""finger_heart""]","[""동작 1 / 손가락 / 동작 / 손가락 하트""]"
finger_sucking,snapshot_match,0,1051,[],"[""finger_sucking""]","[""동작 1 / 입 / 빨다 / 입으로 손가락을 빨다""]"
fingering,snapshot_match,0,46900,[],"[""fingering""]","[""!섹스 / 섹스 / 애무 / 손가락을 보지에 넣다""]"
fingering_from_behind,snapshot_match,0,875,[],"[""fingering_from_behind""]","[""!섹스 / 섹스 / 애무 / 손가락을 뒤에서 보지를 넣다""]"
fingering_through_clothes,snapshot_match,0,3113,[],"[""fingering_through_clothes""]","[""!섹스 / 섹스 / 애무 / 손가락을 옷 위로 보지에 넣다""]"
fingering_through_panties,snapshot_match,0,1367,[],"[""fingering_through_panties""]","[""!섹스 / 섹스 / 애무 / 손가락을 팬티 위로 보지에 넣다""]"
finland,snapshot_match,0,159,[],"[""Finland""]","[""기본 / 장소 / 국가 / 핀란드""]"
finns,not_in_snapshot,,,[],"[""Finns""]","[""인물 / 인종 / 국가 / 핀란드인""]"
fiona_frost,snapshot_match,4,441,[],"[""Fiona_Frost""]","[""작품 / 캐릭터 / 스파이 패밀리 / 피오나 프로스트""]"
fire*_effect,placeholder_review,,,[],"[""fire*_effect""]","[""기본 / 연출 / 효과 / 불 효과""]"
fire*_swirling_around_the_character,placeholder_review,,,[],"[""fire*_swirling_around_the_character""]","[""기본 / 연출 / 효과 / 불이 휘몰아치는 효과""]"
firefighter,snapshot_match,0,690,[],"[""firefighter""]","[""인물 / 직업 / 전문 / 소방관""]"
fireman's_carry,snapshot_match,0,169,[],"[""fireman's_carry""]","[""동작 1 / 몸 / 올리다 / 소방관처럼 들다""]"
firing,snapshot_match,0,10642,[],"[""firing""]","[""행동 / 동사 / 동사 ㅊ / 누군가 총을 쏘다""]"
fist_bump,snapshot_match,0,1409,[],"[""fist_bump""]","[""동작 1 / 손 / 동작 / 손으로 주먹을 부딪힌다""]"
fist_in_hand,snapshot_match,0,638,[],"[""fist_in_hand""]","[""동작 1 / 손 / 올리다 / 손에 주먹을 넣다""]"
fisting,snapshot_match,0,607,[],"[""fisting""]","[""!섹스 / 섹스 / 애무 / 주먹을 보지에 넣다""]"
fitting_room,snapshot_match,0,1494,[],"[""fitting_room""]","[""기본 / 장소 / 가정 / 피팅룸""]"
flaccid,snapshot_match,0,7882,[],"[""flaccid""]","[""!섹스 / 자지 / 특징 / 자지가 늘어졌다""]"
flailing,snapshot_match,0,1096,[],"[""flailing""]","[""행동 / 동사 / 동사 ㅇ / 누군가 어리광을 부리다""]"
flame*_effect,placeholder_review,,,[],"[""flame*_effect""]","[""기본 / 연출 / 효과 / 화염 효과""]"
flame_painter,not_in_snapshot,,,[],"[""flame_painter""]","[""기본 / 테마 / 미술 / 화염주의""]"
flaming_pupils,not_in_snapshot,,,[],"[""flaming_pupils""]","[""외모 / 눈 / 모양 / 발화된 눈"", ""외모 / 눈 / 특징 / 눈이 발화된다""]"
flapping,snapshot_match,0,1074,[],"[""flapping""]","[""행동 / 동사 / 동사 ㄴ / 누군가 날개를 펄럭이다""]"
flare_corona,not_in_snapshot,,,[],"[""Flare_Corona""]","[""작품 / 캐릭터 / 페어리테일 / 플레어 코로나""]"
flared_skirt,not_in_snapshot,,,[],"[""flared_skirt""]","[""의상 / 하의 / 치마 / 플레어 스커트""]"
flat_ass,snapshot_match,0,3856,[],"[""flat_ass""]","[""체형 / 몸 / 모양 / 엉덩이가 평평하다""]"
flat_cap,snapshot_match,0,15836,[],"[""flat_cap""]","[""장신구 / 머리 장식 / 모자 / 한쪽으로 기울인 모자""]"
flat_chest,snapshot_match,0,237307,[],"[""flat_chest""]","[""체형 / 가슴 / 모양 / 가슴이 평평하다""]"
flat_envy,not_in_snapshot,,,[],"[""flat_envy""]","[""동작 1 / 가슴 / 동작 / 가슴을 질투한다""]"
flat_top_chef_hat,snapshot_match,0,420,[],"[""flat_top_chef_hat""]","[""장신구 / 머리 장식 / 모자 / 접힌 요리사 모자""]"
flats,snapshot_match,0,5750,[],"[""flats""]","[""의상 / 신발 / 신발 / 중국 신발""]"
fleeing,snapshot_match,0,4490,[],"[""fleeing""]","[""행동 / 동사 / 동사 ㄷ / 누군가 도망치다""]"
flight_attendant,snapshot_match,0,665,[],"[""flight_attendant""]","[""인물 / 직업 / 이동 / 비행기 안내원""]"
flight_goggles,alias_candidate_unverified,,,"[""aviator_goggles""]","[""flight_goggles""]","[""장신구 / 얼굴 장식 / 안경 / 비행 고글""]"
flip-flops,snapshot_match,0,8324,[],"[""flip-flops""]","[""의상 / 신발 / 샌들 / 발목이 고정되지 않는 샌들""]"
flipped_hair,snapshot_match,0,42483,[],"[""flipped_hair""]","[""외모 / 머리카락 / 모양 / 머리카락이 뒤집혔다""]"
flirting,snapshot_match,0,1339,[],"[""flirting""]","[""행동 / 동사 / 동사 ㅇ / 누구를 유혹하다""]"
floating,snapshot_match,0,60968,[],"[""floating""]","[""행동 / 동명사 / 동명사 ㄱ / 무엇이 공중에 떠 있다""]"
floating_breasts,snapshot_match,0,380,[],"[""floating_breasts""]","[""동작 1 / 가슴 / 동작 / 가슴을 물에 띄우다""]"
floating_city,snapshot_match,0,207,[],"[""floating_city""]","[""기본 / 장소 / 시설 / 이동하는 도시""]"
floating_island,snapshot_match,0,1760,[],"[""floating_island""]","[""기본 / 장소 / 자연 / 섬이 떠다니다""]"
florist,snapshot_match,0,201,[],"[""florist""]","[""인물 / 직업 / 일반 / 꽃집 직원""]"
flower-shaped_pupils,snapshot_match,0,12418,[],"[""flower-shaped_pupils""]","[""외모 / 눈 / 모양 / 꽃""]"
flower_earrings,snapshot_match,0,8534,[],"[""Flower_earrings""]","[""장신구 / 귀 장식 / 귀걸이 / 꽃 귀걸이""]"
flower_field,snapshot_match,0,13586,[],"[""flower_field""]","[""기본 / 장소 / 현장 / 꽃밭""]"
flower_necklace,snapshot_match,0,3017,[],"[""flower_necklace""]","[""장신구 / 목 장식 / 목걸이 / 꽃 목걸이""]"
flower_shop,snapshot_match,0,381,[],"[""flower_shop""]","[""기본 / 장소 / 가게 / 꽃집""]"
flowing_dress,not_in_snapshot,,,[],"[""flowing_dress""]","[""의상 / 의상 / 드레스 / 흐르는 듯한 드레스""]"
flying,snapshot_match,0,43730,[],"[""flying""]","[""행동 / 동명사 / 동명사 ㄱ / 무엇이 공중을 날다""]"
flying_button,snapshot_match,0,975,[],"[""flying_button""]","[""동작 1 / 가슴 / 동작 / 가슴을 팽창한다""]"
flying_kick,snapshot_match,0,1986,[],"[""flying_kick""]","[""동작 1 / 다리 / 차다 / 다리로 날아서 차다""]"
folded,snapshot_match,0,18076,[],"[""folded""]","[""동작 1 / 다리 / 자세 / 다리를 잡는다""]"
folded_ponytail,snapshot_match,0,26030,[],"[""folded_ponytail""]","[""외모 / 머리카락 / 스타일 / 접힌 포니테일""]"
food_between_breasts,snapshot_match,0,754,[],"[""food_between_breasts""]","[""동작 1 / 가슴 / 끼우다 / 가슴 사이에 음식을 끼우다""]"
foot_focus,snapshot_match,0,37673,[],"[""foot_focus""]","[""기본 / 초점 / 집중 / 발에 집중한다""]"
foot_on_head,alias_candidate_unverified,,,"[""foot_on_another's_head""]","[""foot_on_head""]","[""동작 1 / 발 / 밟다 / 앉아서 머리를 밟다""]"
foot_tickling,alias_candidate_unverified,,,"[""tickling_feet""]","[""foot_tickling""]","[""동작 1 / 손 / 간지럽히다 / 손으로 간지럽히다""]"
football_uniform,not_in_snapshot,,,[],"[""football_uniform""]","[""의상 / 의상 / 운동복 / 축구복""]"
footballer,not_in_snapshot,,,[],"[""Footballer""]","[""인물 / 직업 / 운동 / 축구선수""]"
footjob,snapshot_match,0,11497,[],"[""footjob""]","[""!섹스 / 섹스 / 풋잡 / 발로 자지를 훑는다""]"
footwear_ribbon,snapshot_match,0,2225,[],"[""footwear_ribbon""]","[""의상 / 신발 / 신발 / 리본 달린 신발""]"
forceddressing,not_in_snapshot,,,[],"[""forceddressing""]","[""행동 / 동사 / 동사 ㅇ / 누군가 옷을 강제로 입히다""]"
foreground,not_in_snapshot,,,[],"[""foreground""]","[""기본 / 배경 / 위치 / 앞쪽 배경""]"
forehead-to-forehead,snapshot_match,0,2811,[],"[""forehead-to-forehead""]","[""동작 1 / 몸 / 마주하다 / 이마를 맞대다""]"
forehead_protector,snapshot_match,0,12049,[],"[""forehead_protector""]","[""장신구 / 머리 장식 / 머리띠 / 이마 보호대""]"
foreskin_biting,alias_candidate_unverified,,,"[""biting_foreskin""]","[""foreskin_biting""]","[""동작 1 / 입 / 깨물다 / 이빨로 포피를 깨물다""]"
fork,snapshot_match,0,35567,[],"[""Fork""]","[""기본 / 테마 / 음악 / 포크""]"
fountain,snapshot_match,0,2693,[],"[""fountain""]","[""기본 / 장소 / 건축물 / 분수""]"
fox,snapshot_match,0,11471,[],"[""fox""]","[""인물 / 종족 / 동물 / 여우""]"
fox_costume,snapshot_match,0,313,[],"[""fox_costume""]","[""의상 / 의상 / 코스튬 / 여우 코스튬""]"
fox_ears,snapshot_match,0,218207,[],"[""fox_ears""]","[""외모 / 귀 / 모양 / 여우 귀""]"
fox_furry,not_in_snapshot,,,[],"[""fox_furry""]","[""인물 / 종족 / 퍼리 / 여우 수인""]"
fox_human,not_in_snapshot,,,[],"[""fox_human""]","[""인물 / 종족 / 수인 / 여우 인간""]"
fox_shadow_puppet,snapshot_match,0,12246,[],"[""fox_shadow_puppet""]","[""동작 1 / 손가락 / 동작 / 여우 그림자를 만든다""]"
fox_tail,snapshot_match,0,144833,[],"[""fox_tail""]","[""체형 / 꼬리 / 종류 / 여우 꼬리""]"
france,snapshot_match,0,635,[],"[""France""]","[""기본 / 장소 / 국가 / 프랑스""]"
francis_drake,not_in_snapshot,,,[],"[""Francis_Drake""]","[""작품 / 캐릭터 / Fate/Grand order / 프랜시스 드레이크""]"
frankenstein,snapshot_match,3,274,[],"[""Frankenstein""]","[""작품 / 캐릭터 / Fate/Grand order / 프랑켄슈타인""]"
frankenstein_(christmas),not_in_snapshot,,,[],"[""Frankenstein_(Christmas)""]","[""작품 / 캐릭터 / Fate/Grand order / 프랑켄슈타인 산타""]"
frankenstein_(swimsuit_saber),not_in_snapshot,,,[],"[""Frankenstein_(swimsuit_Saber)""]","[""작품 / 캐릭터 / Fate/Grand order / 프랑켄슈타인 수영복""]"
frederica_sawyer(black_lagoon),not_in_snapshot,,,[],"[""Frederica_Sawyer(Black_Lagoon)""]","[""작품 / 캐릭터 / 블랙 라군 / 프레데리카 소여""]"
french,alias_candidate_unverified,,,"[""french_text""]","[""French""]","[""인물 / 인종 / 국가 / 프랑스인""]"
french_braid,not_in_snapshot,,,[],"[""french_braid""]","[""외모 / 머리카락 / 스타일 / 프렌치 브레이드""]"
french_kiss,snapshot_match,0,23429,[],"[""French_Kiss""]","[""동작 1 / 입 / 키스하다 / 입술을 벌린 채 키스한다""]"
french_maid,not_in_snapshot,,,[],"[""French_Maid""]","[""인물 / 직업 / 메이드 / 프렌치 메이드""]"
french_maid_costume,not_in_snapshot,,,[],"[""French_maid_costume""]","[""의상 / 의상 / 코스튬 / 프렌치 메이드복""]"
frenda_seivelun,snapshot_match,4,503,[],"[""Frenda_Seivelun""]","[""작품 / 캐릭터 / 어떤 마술과학의 시리즈 / 프렌다 세이베른""]"
freya(dunmachi),not_in_snapshot,,,[],"[""Freya(DunMachi)""]","[""작품 / 캐릭터 / 던전에서 만남을 추구하면 안 되는 걸까? / 프레이야""]"
frightened_face,not_in_snapshot,,,[],"[""frightened_face""]","[""동작 1 / 얼굴 / 표정 / 질겁한표정""]"
frilled_bra,snapshot_match,0,11668,[],"[""frilled_bra""]","[""의상 / 속옷 / 브래지어 / 프릴 브래지어""]"
frilled_dress,snapshot_match,0,150684,[],"[""frilled_dress""]","[""의상 / 의상 / 드레스 / 프릴 드레스""]"
frilled_hairband,snapshot_match,0,23926,[],"[""frilled_hairband""]","[""장신구 / 머리 장식 / 머리띠 / 프릴 머리띠""]"
frilled_panties,snapshot_match,0,11128,[],"[""frilled_panties""]","[""의상 / 속옷 / 팬티 / 주름 있는 팬티""]"
frilled_shirt,snapshot_match,0,37589,[],"[""frilled_shirt""]","[""의상 / 상의 / 셔츠 / 프릴 셔츠""]"
frogtie,snapshot_match,0,5512,[],"[""frogtie""]","[""동작 1 / 몸 / 묶다 / 개구리처럼 묶다""]"
front-hook_bra,snapshot_match,0,1181,[],"[""front-hook_bra""]","[""의상 / 속옷 / 브래지어 / 앞으로 잠그는 브래지어""]"
front-seamed_legwear,snapshot_match,0,1226,[],"[""front-seamed_legwear""]","[""의상 / 속옷 / 양말 / 앞에 선 있는 양말""]"
front-tie_bra,snapshot_match,0,945,[],"[""front-tie_bra""]","[""의상 / 속옷 / 브래지어 / 앞에서 묶는 브래지어""]"
front_braid,snapshot_match,0,222,[],"[""front_braid""]","[""외모 / 머리카락 / 스타일 / 앞머리 브레이드""]"
front_focus,not_in_snapshot,,,[],"[""front_focus""]","[""기본 / 초점 / 집중 / 앞에 집중한다""]"
front_ponytail,snapshot_match,0,9316,[],"[""front_ponytail""]","[""외모 / 머리카락 / 스타일 / 앞머리 포니테일""]"
frottage,snapshot_match,0,2485,[],"[""frottage""]","[""!섹스 / 섹스 / 자지 / 자지를 비빈다""]"
frustrated_face,not_in_snapshot,,,[],"[""frustrated_face""]","[""동작 1 / 얼굴 / 표정 / 좌절한 표정""]"
fubuki,not_in_snapshot,,,[],"[""Fubuki""]","[""작품 / 캐릭터 / 원펀맨 / 후부키""]"
fucked_silly,snapshot_match,0,10607,[],"[""fucked_silly""]","[""!섹스 / 섹스 / 상황 / 여자가 멍청한 얼굴을 한다""]"
fukiyose_seiri,snapshot_match,4,313,[],"[""Fukiyose_Seiri""]","[""작품 / 캐릭터 / 어떤 마술과학의 시리즈 / 후키요세 세이리""]"
full_censorship,not_in_snapshot,,,[],"[""full_censorship""]","[""!섹스 / 섹스 / 설정 / 검열하다""]"
full_nelson,snapshot_match,0,4954,[],"[""full_nelson""]","[""!섹스 / 섹스 / 체위 / 입위(여자를 들어 매단다)""]"
full_scorpion,not_in_snapshot,,,[],"[""full_scorpion""]","[""동작 1 / 몸 / 동작 / 전갈 자세를 잡는다""]"
fullbody,not_in_snapshot,,,[],"[""fullbody""]","[""기본 / 초점 / 강조 / 몸에 집중한다""]"
fullmetal_alchemist,snapshot_match,3,6627,[],"[""Fullmetal_Alchemist""]","[""작품 / 작품 / 목록 / 강철의 연금술사""]"
fundoshi,snapshot_match,0,12336,[],"[""fundoshi""]","[""의상 / 의상 / 복장 / 훈도시""]"
funeral_dress,snapshot_match,0,834,[],"[""funeral_dress""]","[""의상 / 의상 / 드레스 / 장례식 드레스""]"
